,gender,degs_code,degc_code,levl_code,college,code,conc_code_1,grad_date,term_code_grad,major,intern_this,job01,job_ft_pt,job_hired,job_interest,job_relatemajor,plan_service,plan_same,plan_military,cc_use,cc_first,cc_use_service,cc_intern,cc_many,find,GradDate,job,job_company,job_title,job_industry,job_salary,grad,grad_degree,degree_other,study_field,schoolname,group,noschool,nojob,group01,group02,group10,noplangrad,gpa,hs_gpa,state,natn,new_total,new_math,new_verbal
166,F,UA,BA,UW,ST,PSY,PSYG,1/31/19,201809,Psychology,No,Yes,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,Other,Jan-19,Yes,Schottenstein Chabad House at Ohio State University,Administrative Assistant,Non-Profit,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.116504908,89,OH, ,1065,520,545
167,F,UA,BA,UW,ST,PSY,PSYN,9/28/18,201806,Psychology,-,No,-,-,-,-,-,-,-,Yes,My fourth year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,Sep-18,No, , , , ,Yes,-, ,BSN--Accelerated nursing program with NYU,NYU School of Nursing,3, ,1, , , , ,3.903645754,94.47,NY, ,1270,660,610
168,M,UA,BA,UM,YC,COM, ,5/31/19,201901,Computer Science,-,Yes,Full-time (30+ hours/week),-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,3,-,Sep-18,Yes,squareteams,Software Developer,Information Systems,Declined to Answer,No,-, , , ,2,1, , , , ,1,2.985632181,88.34,NJ, ,1290,660,630
169,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair",Yes,1,Alumni Contact (referred by family or community member),May-19,Yes,Express Trade Capital,Associate,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.323076963,88.59,NY, ,1145,600,545
170,M,UA,BA,UM,YC,PSY, ,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Walk-in Hours,YU CareerLink,Career Fair",Yes,1,-,May-19,Yes,The Manhattan Childrens Center,ABA Instructor,Education,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.563333273,85.97,MA, ,1110,540,570
171,M,UA,BA,UM,YC,JST,JPH,5/31/19,201901,Jewish Studies,Yes,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No,-, ,No, ,Other,May-19,Yes,NCSY,City director,Non-Profit,"$40,000 - $49,999",Yes,Semicha, ,Jewish studies,unknown,1, , , , , , ,3.5952382089999997,86,IL, , , , 
172,M,UA,BS,UM,SY,BUS,BMKT,1/31/19,201809,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Career Center Website,YU InfoLink,Career Fair",Yes,2,Other,Jan-19,Yes,Mediacom,"Associate, Digital Investment",Media/Marketing,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.525773287,82,NJ, ,1035,520,515
173,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,Yes,EY,unknown,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.633333445,95,MD, ,1240,710,530
174,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Financial Edge Course",Yes,Two,-,May-19,No, , , , ,Yes,Semicha, , ,RIETS,3, ,1, , , , ,3.921568632,90.38,NJ, ,1320,650,670
175,M,UA,BA,UM,YC,CHE, ,9/28/18,201806,Chemistry,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No,-, ,Yes,3,Other,Sep-18,Yes,yeshiva university,lab instructor,Research,"Under $20,000",No,-, , , ,2,1, , , , ,1,3.75757575,92.72,NY, ,1310,640,670
176,M,UA,BS,UM,SY,BUS,BFIN,9/28/18,201806,Business & Management, , , , , , , , , , , , , , , , , , , , , ,Yes,MS, ,Real Estate,NYU School of Professional Studies,3, ,1, , , , ,3.336601257,85.44,NY, ,1030,560,470
177,M,UA,BA,UM,YC,PHY, ,5/31/19,201901,Physics,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,Walk-in Hours,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Mechanical Engineering,Technion,3, ,1, , , , ,3.6076388360000005,92.66,NY, ,1275,640,635
178,M,UA,BA,UM,YC,POL, ,1/31/19,201809,Political Science,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,2,-,Jan-19,No, , , , ,Yes,JD, ,Law,NYU,3, ,1, , , , ,3.9201388360000005,100,GA, ,1330,650,680
179,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting, , , , , , , , , , , , , , , , , , , , , ,Yes,Master's, ,Taxation,Yeshiva University,3, ,1, , , , ,3.2680411339999997,89,FL, ,1135,560,575
180,F,UA,BA,UW,ST,SHA,SHAA,9/28/18,201806,Shaped Major,No, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No,-, ,Yes,2,Job or Social Media website,Sep-18,Yes,Holly Hunt,Sales Assistant,Interior Design,"$30,000 - $39,999",No, , , , ,2,1, , , , ,1,3.028846264,83.94,NJ, ,1125,520,605
181,M,UA,BA,UM,YC,PSY, ,1/31/19,201809,Psychology, , , , , , , , , , , , , , , ,Jan-19,Yes,Freelance Illustrator,Freelance Illustrator,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.6493055819999998,89,FL, ,1130,560,570
182,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,No,-, ,Yes,3,Other,May-19,Yes,Barclays,Analyst,Investment Banking,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.855670214,91.61,NJ, ,1340,700,640
183,M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology,-, ,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No,0,-,May-19,No, , , , ,Yes,Master's, ,Bioethics,Albert Einstein,3, ,1, , , , ,3.170568466,87,NJ, ,1145,540,605
184,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,Individual Appointment,Yes,2,Alumni Contact (referred by family or community member),May-19,Yes,Anthem Health,Business Info Analyst Sr.,Data Analytics,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.8342151639999997,93.35,NJ, ,1410,750,660
185,M,UA,BA,UM,YC,ECO,ECOG,5/31/19,201901,Economics,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Semicha, ,Rabbinate,RIETS/Gruss Kollel,3, ,1, , , , ,3.5395188330000003,83.22,NJ, ,1480,790,690
186,F,UA,BA,UW,ST,BIO,BIOG,1/31/19,201809,Biology, , , , , , , , , , , , , , , ,Jan-19,Yes,Sephora,Color Consultant,Retail,Declined to Answer,Yes,Master's, ,Nursing,Johns Hopkins,1, , , , , , ,3.5013122560000003,91.66,NJ, ,1190,570,620
187,M,UA,BS,UM,SY,BUS,BMAN,9/28/18,201806,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Rapid Detection Systems,VP,Sales,Declined to Answer,No,-, , , ,2,1, , , , ,1,2.9812207219999998,91.38,NJ, ,1180,570,610
188,F,UA,BS,UW,SY,BUS,BMAN,1/31/19,201809,Business & Management, , , , , , , , , , , , , , , , , , , , , ,Yes,JD, , ,Cardozo School of Law,3, ,1, , , , ,3.739583254,91,GA, ,1310,610,700
189,F,UA,BS,UW,SY,BUS,BFIN,9/28/18,201806,Business & Management,-,Yes,Full-time (30+ hours/week),-,-,-,-,-,-,-,-, ,-, ,-,Sep-18,Yes,LOCCITANE Group,Retail Development Project Coordinator,Retail,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.00757575,82.43,NJ, ,1140,600,540
190,F,UA,BA,UW,ST,SPAU, ,9/28/18,201806,Speech Pathology & Audiology,-,No,-,-,-,-,-,-,-,Yes,My fourth year on campus,"Individual Appointment,YU CareerLink,Career Fair",Yes,2,-,Sep-18,Yes,SAR Academy,Assistant Teacher,Education,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.124242306,87,CA, ,920,470,450
191,M,UA,BS,UM,SY,BUS,BFIN,1/31/19,201809,Business & Management, , , , , , , , , , , , , , , ,Jan-19,Yes,Morgan Stanley,Investment Banking Analyst,Sports,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.869488478,92.72,NJ, ,1460,780,680
192,M,UA,BS,UM,SY,BUS,BMKT,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,Yes,Engage Simply,Digital Marketer,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.366508722,80,MD, ,1100,560,540
193,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-, ,-,-,-,-,Yes,No,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,social work,touro,3, ,1, , , , ,3.464788675,89.52,NY, ,1180,620,560
194,M,UA,BA,UM,YC,MUS, ,5/31/19,201901,Music,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Career Fair",No, ,-,May-19,No, , , , ,Yes,Semicha, ,Jewish Studies,Riets,3, ,1, , , , ,3.0,81,NY, ,1370,740,630
195,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink,On-Campus Recruiting,Career Fair",Yes,2,Career Fair,May-19,Yes,Deloitte,Audit Assistant,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.873786449,89,MO, ,1195,620,575
196,F,UA,BA,UW,ST,PSY,PSYG,1/31/19,201809,Psychology, , , , , , , , , , , , , , , , , , , , , ,Yes,MSW, , ,WSSW,3, ,1, , , , ,3.0787878039999996,83.21,NJ, ,1015,440,575
197,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Part-time (<30 hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink",Yes,3,"Alumni Contact (made through Career Center event, program, or referral)",Jan-19,Yes,KPMG,Audit winter Intern,Accounting,"Under $20,000",No,-, , , ,2,1, , , , ,1,3.5858585830000003,90.73,NJ, ,1150,600,550
198,M,UA,BA,UM,YC,MAT,MATG,1/31/19,201809,Mathematics,Yes, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No,-, ,Yes,2,Job or Social Media website,Jan-19,Yes,IHS Markit,Valuations Analyst,Finance,"$60,000 - $69,999",No, , , , ,2,1, , , , ,1,3.702127695,90,NY, ,1190,600,590
199,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,2,YU Career Link,May-19,Yes,Deloitte,Tax Consultant,Accounting,"$70,000 - $79,999",Yes,Master's, ,Tax accounting,Yeshiva University,1, , , , , , ,3.851063728,94,WA, ,1320,630,690
200,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Moderately related,Strongly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair",Yes,2,Other,May-19,Yes,Essence,Associate Business Intelligence Analyst,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.5123457910000004,92,OH, ,1150,500,650
201,M,UA,BS,UM,SY,BUS,BMKT,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Baker McKenzie,Temporary Billing Coordinator,Human Resources,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.813333273,94,NJ, ,1230,580,650
202,M,UA,BA,UM,YC,JST,JHI,5/31/19,201901,Jewish Studies,Yes,Yes,Part-time (<30 hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,No,-, ,Yes,2,Networking: YU Staff/Faculty,May-19,Yes,YU Center for Israel Studies,"Research Associate, Yeshiva University Center for Israel Studies and the Israelite Samaritans Project",Academia,"Under $20,000",Yes,Master's, ,Medieval-Early Modern Jewish history,Bernard Revel Graduate School of Jewish Studies,1, , , , , , ,3.283185959,91,CA, ,1160,540,620
203,M,UA,BS,UM,SY,BUS,BMAN,9/28/18,201806,Business & Management, , , , , , , , , , , , , , , ,Sep-18,Yes,JNY Capital,Development Analyst,Finance,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.373056889,85,FL, ,1165,560,605
204,F,UA,BA,UW,ST,BIO,BIOG,1/31/19,201809,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Workshop / Panel,JFEW",Yes,3,-,Jan-19,No, , , , ,Yes,DDS, ,Dentistry,Touro,3, ,1, , , , ,3.917404175,93.1,NY, ,1350,670,680
205,F,UA,BA,UW,ST,COM, ,1/31/19,201809,Computer Science,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Strongly related,No,-,No,Yes,My fourth year on campus,"Walk-in Hours,On-Campus Recruiting,Career Fair",Yes,2,Career Fair,Jan-19,Yes,Broadridge Financial Solutions,IT Trainee,Information Systems,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.8057742119999998,97,IL, ,1480,770,710
206,M,UA,BA,UM,YC,BIO, ,9/28/18,201806,Biology, , , , , , , , , , , , , , , ,Sep-18,Yes,WFPBScience,"Blogger, Educator, & Nutritional Scientist",Freelance,Declined to Answer,Yes,MD, ,Human Nutrition,Columbia University Vagelos College of Physicians and Surgeons,1, , , , , , ,3.831715107,89,OH, ,1085,540,545
207,F,UA,BA,UW,ST,JST,JSTG,1/31/19,201809,Jewish Studies,-,No,-,-,-,-,No,-,No,No,-, ,Yes,One,-,May-19,No, , , , ,Yes,MA, ,Jewish Education,Azrieli Graduate School of Jewish Education and Administration,3, ,1, , , , ,3.4883720869999997,86.75,NY, ,970,440,530
208,M,UA,BS,UM,SY,BUS,BMAN,9/28/18,201806,Business & Management, , , , , , , , , , , , , , , ,Sep-18,Yes,Millenium Pet Group,Sales Executive,Sales,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.284210443,85.57,NY, ,1080,570,510
209,M,UA,BA,UM,YC,PSY, ,9/28/18,201806,Psychology,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Not related,Not related,-,-,-,Yes,My fourth year on campus,Individual Appointment,Yes,3,Other,Sep-18,Yes,Yeshiva University,Stanton Fellow,Education,Declined to Answer,Yes,Other,PsyD,School/Clinical Psychology,Pace University,1, , , , , , ,3.783505201,95,IL, ,1360,650,710
210,F,UA,BS,UW,SY,BUS,BIMA,1/31/19,201809,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Moderately related,Yes,No,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,3,Networking: YU Staff/Faculty,Jan-19,Yes,Conde Naste,Business Intelligence Engineer,Information Systems,"$80,000 and over",No, , , , ,2,1, , , , ,1,3.901426792,91,PA, ,1390,740,650
211,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,Full-time (30+ hours/week),-,-,-,Yes,No,No,Not sure / Don't remember,-, ,No, ,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1,1, ,1,2.7027027610000003,91,WI, ,1040,480,560
212,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,Full-time (30+ hours/week),-,-,-,-,-,-,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,3,-,May-19,No,France, , , ,Yes,Master's, ,Physician Assistant,Touro College --manhattan campus,3, ,1, , , , ,3.710256338,92,NJ, ,1460,700,760
213,M,UA,BA,UM,YC,COM, ,5/31/19,201901,Computer Science,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,Career Fair,Financial Edge Course",Yes,2,YU Career Link,May-19,Yes,BlackRock,Technology Analyst,Software Engineering,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.9146666530000003,94,NY, ,1400,720,680
214,F,UA,BA,UW,ST,BIO,BIOG,1/31/19,201809,Biology,-,No,-,-,-,-,-,-,-,No,My fourth year on campus, ,No, ,-,Jan-19,No, , , , ,Yes,Other,BSN--accelerated program with NYU/January 2019 started,Nursing,NYU SChool of Nursing,3, ,1, , , , ,3.870523453,96,ON,CANADA,1210,600,610
215,F,UA,BA,UW,ST,SHA,SHPN,1/31/19,201809,Shaped Major, , , , , , , , , , , , , , , , , , , , , ,Yes,BSN, , ,NYU Nursing,3, ,1, , , , ,2.828908443,85.5,NV, ,1020,470,550
216,M,UA,BS,UM,SY,BUS,BMKT,9/28/18,201806,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,2,-, , , , , , ,Yes,Master's, ,Diplomacy,IDC,3, ,1, , , , ,3.231060505,GED, , , , , 
217,M,UA,BS,UM,SY,BUS,BMKT,5/31/19,201901,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My fourth year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,2,Other,May-19,Yes,The Orthodox Union,Sales & Marketing Coordinator,Marketing,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.861252069,96,IL, ,1435,680,755
218,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Yes,My third year on campus,"Individual Appointment,YU CareerLink,Career Center Website",Yes,2,Other,May-19,Yes,Kalamata Capital Group,Analyst,Finance,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.3547401430000003,82.5,MO, ,1190,590,600
219,F,UA,BA,UW,ST,PSC, ,1/31/19,201809,Physical Sciences,No,No,Full-time (30+ hours/week),Employed in some other work category,Not related,Strongly related,No,-,No,Yes,My fourth year on campus,"Individual Appointment,Walk-in Hours",No, ,Alumni Contact (referred by family or community member),Jan-19,Yes,The Young Jewish Professionals,Office Administrator,Non-Profit,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.498349905,94,MO, ,1480,760,720
220,F,UA,BS,UW,SY,BUS,BFIN,9/28/18,201806,Business & Management, , , , , , , , , , , , , , , , ,Yes,AJ Morgan & Co,Real Estate Analyst,Finance,Declined to Answer,No, , , , ,2,1, , , , ,1,3.632652998,89,CA, ,1130,540,590
221,F,UA,BS,UW,SY,BUS,BFIN,1/31/19,201809,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Moderately related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,2,YU Career Link,Jan-19,Yes,Bank Leumi USA,Commercial credit risk analyst,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.4741380210000004,84,PA, ,1000,510,490
222,M,UA,BS,UM,SY,BUS,BFIN,1/31/19,201809,Business & Management,Yes, ,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,No,-, ,Yes,2,Other,Jan-19,Yes,Ernst & Young,Management Consultant,Accounting,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.534050226,85,MD, ,1130,570,560
223,F,UA,BA,UW,ST,POL, ,9/28/18,201806,Political Science,-,Yes,Full-time (30+ hours/week),-,-,-,-,-,-,-,-, ,-, ,-,Sep-18,Yes,Shalva National Center,Social Media Intern,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.484848499,89.5,CA, ,1110,540,570
224,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,No, ,Full-time (30+ hours/week),Employed in temp/contract assignment,Strongly related,Strongly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,On-Campus Recruiting",Yes,4,Other,May-19,Yes,PwC,Tax Associate,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.1436541080000002,91.24,NY, ,1390,730,660
225,F,UA,BA,UW,ST,POL, ,9/28/18,201806,Political Science, , , , , , , , , , , , , , , , ,Yes,neil weinreb JD,paralegal,Law,Declined to Answer,No, , , , ,2,1, , , , ,1,3.46572113,89,NJ, ,1180,590,590
226,F,UA,BA,UW,ST,POL, ,9/28/18,201806,Political Science,-,No,-,-,-,-,-,-,-,Yes,My second year on campus,"Individual Appointment,Walk-in Hours",Yes,4,-,Sep-18,No, , , , ,Yes,MD, ,Medicine,University of Toronto Medical School,3, ,1, , , , ,3.897959232,86,ON, ,1050,520,530
227,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Other,"BSN accelrated program at NYU, satrted Jan 2019",Nursing,NYU School of Nursing,3, ,1, , , , ,3.061224461,83,CA, ,1150,560,590
228,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink",Yes,2,YU Career Link,Jan-19,Yes,PwC,Tax Experience Associate,Accounting,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.8158729080000002,84.66,NY, ,1030,510,520
229,F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English, , , , , , , , , , , , , , , , ,Yes,Developing Minds Lab,Research Assistant,Education,Declined to Answer,No, , , , ,2,1, , , , ,1,3.934027672,96.21,NJ, ,1280,600,680
230,F,UA,BA,UW,ST,ENG,ENGP,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),-,Moderately related,Slightly related,-,-, ,-, , , , ,Other,May-19,Yes,Program Associate,Legacy Heritage FUnd,Non-Profit,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.589999914,86,NY, ,1440,720,720
231,M,UA,BA,UM,YC,PSY, ,9/28/18,201806,Psychology,-, ,-,-,-,-,No,-,No,No,-, ,Yes,3,-,May-19,No, , , , ,Yes,Other,Doctor of Physical Therapy,Physical Therapy,LIU - Brooklyn,3, ,1, , , , ,3.38596487,94,CA, ,1030,440,590
232,F,UA,BA,UW,ST,PSY,PSYG,1/31/19,201809,Psychology,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Slightly related,Not related,No,-,No,Not sure / Don't remember,-, ,Yes,2,Other,Jan-19,Yes,Chaya Mushka Childrens House,Judaics Teacher,Education,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.880952358,94,NY, ,1350,620,730
233,M,UA,BA,UM,YC,HIS, ,5/31/19,201901,History,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,2,-,May-19,No, , , , ,Yes,JD, ,Law,NYU,3, ,1, , , , ,3.99019599,94.13,NJ, ,1470,750,720
234,F,UA,BA,UW,ST,BIO,BION,5/31/19,201901,Biology,No, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,Individual Appointment,Yes,3,Other,May-19,Yes,Weill Cornell Medicine,Research Coordinator,Medical Research,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.8938272000000005,94,PA, ,1280,610,670
235,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,2.8930041789999996, , ,FRANCE, , , 
236,F,UA,BA,UW,ST,PSY,PSYG,1/31/19,201809,Psychology,-, ,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Workshop / Panel",No, ,-,Jan-19,No, , , , ,Yes,DDS, ,Dentistry,Touro college of dental medicine,3, ,1, , , , ,3.710594416,92.91,NJ, ,1450,710,740
237,F,UA,BA,UW,ST,MAT, ,1/31/19,201809,Mathematics,-,No,-,-,-,-,No,Yes,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink",No, ,-,Jan-19,No, , , , ,Yes,Masters, ,PA,CUNY York College,3, ,1, , , , ,3.9135286810000003,100,CA, ,1510,720,790
238,F,UA,BS,UW,SY,BUS,BFIN,9/28/18,201806,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours,Employer Site Visits",Yes,2,-,Sep-18,No, , , , , , , , , ,4,1,1,1, ,1,1,3.305031538,89.04,NJ, ,1300,630,670
239,M,UA,BA,UM,YC,POL, ,5/31/19,201901,Political Science,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,1,Other,May-19,Yes,Yeshiva University,Administrative Coordinator,Education,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,3.969696999,98,TX, ,1420,650,770
240,F,UA,BA,UW,ST,BIO,BIOG,9/28/18,201806,Biology,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,Yes,2,-,Sep-18,No, , , , ,Yes,Masters, ,Biology,NYU,3, ,1, , , , ,3.72266674,84,QC,CANADA,1060,550,510
241,M,UA,BA,UM,YC,PHY, ,5/31/19,201901,Physics,-,No,-,-,-,-,No,-,No,No,-, ,Yes,4,-,May-19,No, , , , ,Yes,Master's, ,Physics,Yeshiva University,3, ,1, , , , ,3.70884347,86,GA, ,1250,630,620
242,F,UA,BA,UW,ST,BIO,BIOG,9/28/18,201806,Biology,No,Yes,Full-time (30+ hours/week),-,Not related,Not related,-,-,No,No,-, ,Yes,1,Other,Sep-18,Yes,Maimonides,Teachers Assistant,Education,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,3.041322231,90,CA, ,1020,510,510
243,M,UA,BA,UM,YC,BIO, ,1/31/19,201809,Biology,No, ,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Slightly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Other",Yes,1,Other,Jan-19,Yes,FTI Consulting,Consultant,Consulting,"$60,000 - $69,999",No, , , , ,2,1, , , , ,1,3.730434895,91.74,NY, ,1225,650,575
244,F,UA,BA,UW,ST,ENG,ENGP,1/31/19,201809,English, , , , , , , , , , , , , , , ,Sep-18,No, , , , ,Yes,Master's, ,Special Education,Hunter College,3, ,1, , , , ,3.815181494,81.74, ,ISRAEL,1040,480,560
245,M,UA,BA,UM,YC,MAT,MATG,9/28/18,201806,Mathematics, , , , , , , , , , , , , , , , , , , , , ,Yes,PhD, ,Applied Math and Computer Science,Yeshiva University,3, ,1, , , , ,3.812325001,98,NY, ,1320,700,620
